,Tweets,Cleaned_Tweets
774,"The Modi government has not cared about the availability of coal even after warning of a power shortage in India;

Is it a coincidence that Adani has started coal production in Australia?

https://t.co/6m3QjOf7Bn

#PowerShortageInIndia https://t.co/eIiga66Q4L",The Modi government has not cared about the availability of coal even after warning of a power shortage in India;Is it a coincidence that Adani has started coal production in Australia? 
775,"India is in danger of sinking into darkness due to the Modi government's negligence!

#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
776,"Modi’s plan is to make his Boss Ambani catch up with Adani.

With more power cuts, fuel purchase for generators will go up, Ambani can be in the worlds richest race again! 

#PowerShortageInIndia
#PowerShortageInIndia","Modi’s plan is to make his Boss Ambani catch up with Adani.With more power cuts, fuel purchase for generators will go up, Ambani can be in the worlds richest race again! "
777,#PowerShortageInIndia if you elect the useless govt then everything will be shortage only... They work for corporates and not for people., if you elect the useless govt then everything will be shortage only... They work for corporates and not for people.
778,"Coal shortage is being witnessed in 12 states once again after October 2021 
The depleting coal inventory of domestic thermal #power plants has prompted PSU power engineers to warn of an impending energy crisis #PowerShortageInIndia #PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after October 2021 The depleting coal inventory of domestic thermal  plants has prompted PSU power engineers to warn of an impending energy crisis  
779,"India is in darkness...

The BJP is falsely propagating that India is bright

#PowerShortageInIndia #PowerShortageInIndia https://t.co/md2i3DHZFz",India is in darkness...The BJP is falsely propagating that India is bright  
780,"Comfortable day ride. Contact us @ishacabs #Nifty #CivilServicesDay #Powercut_Dmk #PowerShortageInIndia #MIvsCSK #tnnews #SamanthaRuthPrabhu 
#TNAssembly #OhMyDog #SupremeCourtofIndia #Cabstamilnadu #carbooking #rentalcars #Yuta #travel #Isha #tourpackage #Tobacco #Sibal #tour https://t.co/8JxSyLoAQ8",Comfortable day ride. Contact us ishacabs   _Dmk                  
781,"India is in darkness...

The BJP is falsely propagating that India is bright

#PowerShortageInIndia https://t.co/0E57budmRD",India is in darkness...The BJP is falsely propagating that India is bright 
782,"#PowerShortageInIndia
Coal shortage is being witnessed in 12 states once again after October 2021 
The depleting coal inventory of domestic thermal #power plants has prompted PSU power engineers to warn of an impending energy crisis 
#PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after October 2021 The depleting coal inventory of domestic thermal  plants has prompted PSU power engineers to warn of an impending energy crisis 
783,#PowerShortageInIndia Modi sarkar again they destroyed India . People  in India already suffered by Petrol diesel and gas price . Mr . Modi ji you are the worst prime minister in the world #modifails #BJPfails https://t.co/r5aVnjNSko, Modi sarkar again they destroyed India . People  in India already suffered by Petrol diesel and gas price . Mr . Modi ji you are the worst prime minister in the world   
784,Sanghis are best Scientists always #PowerShortageInIndia https://t.co/jEwovO7qRr,Sanghis are best Scientists always  
785,"Adani's Achedin started to become World's no.1.

#PowerShortageInIndia https://t.co/3PNZBW3T9M",Adani's Achedin started to become World's no.1. 
786,#PowerShortageInIndia Because of Bjp Government... https://t.co/Om9DMVe7P8, Because of Bjp Government... 
787,"We are staring at a huge #PowerShortageInIndia and it isn't even the scorching heat of May. Why was the Centre sleeping for so long? States are running out of coal, power cuts are becoming common now. Aise banega mera Bharat Mahaan?","We are staring at a huge  and it isn't even the scorching heat of May. Why was the Centre sleeping for so long? States are running out of coal, power cuts are becoming common now. Aise banega mera Bharat Mahaan?"
788,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/4q6QlaqF9k",This indicates the worst administration of union government 
789,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/e7EWAN5HSg",This indicates the worst administration of union government 
790,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/8StgOt6DR0",This indicates the worst administration of union government 
791,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/I5wnPgSPr7",This indicates the worst administration of union government 
792,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/dl5AcdYbhr",This indicates the worst administration of union government 
793,"Coal reserves are limited to 8 days - Government of the United States.

On the ninth day, tell Jai Sriram, the electricity will come automatically ... 😂😂😂 #PowerShortageInIndia 
#powershortageInIndia https://t.co/EvYCmwr3BL","Coal reserves are limited to 8 days - Government of the United States.On the ninth day, tell Jai Sriram, the electricity will come automatically ... 😂😂😂   "
794,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/8Ffuuouqre",This indicates the worst administration of union government 
795,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/Fwbeog0lGm",This indicates the worst administration of union government 
796,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake.  #powershortageinindia https://t.co/YL1LzwG9Bp","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake.   "
797,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/GxRMmUvezZ",This indicates the worst administration of union government 
798,"Coal reserves are limited to 8 days - Government of the United States.

On the ninth day, tell Jai Sriram, the electricity will come automatically ... 😂😂😂 #PowerShortageInIndia","Coal reserves are limited to 8 days - Government of the United States.On the ninth day, tell Jai Sriram, the electricity will come automatically ... 😂😂😂 "
799,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/rcwdthxSsF",This indicates the worst administration of union government 
800,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/xGnMVAk4lL",This indicates the worst administration of union government 
801,"@rootuthala @Chella38641 Reason for #PowerShortageInIndia  is
#PowerlessPM",rootuthala Chella38641 Reason for   is
802,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. #PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
803,"#PowerShortageInIndia
India will have to face power crisis https://t.co/A7qTANukiN",India will have to face power crisis 
804,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/48Lewrsozy",This indicates the worst administration of union government 
805,"21 Apr, 2022 12:02 PM

Bitcoin price $41524.34

#Bitcoin #crypto #follow #followus 
#CivilServicesDay  #PowerShortageInIndia .","21 Apr, 2022 12:02 PMBitcoin price $41524.34Bitcoin       ."
806,Nothing can be managed by this incompetent Modi Gov nither Law nor Light . #PowerShortageInIndia will be good excuse to increase electricity prices &amp; profit modi's ally Adani who is already granted 0% import duty for Coal. Remember SBI loan of 12000cr was also written off 4same.,Nothing can be managed by this incompetent Modi Gov nither Law nor Light .  will be good excuse to increase electricity prices &amp; profit modi's ally Adani who is already granted 0% import duty for Coal. Remember SBI loan of 12000cr was also written off 4same.
807,Reason for #PowerShortageInIndia https://t.co/9aHpto7S1L,Reason for  
808,"@SowdhaMani7 This indicates the worst administration of union government
#PowerShortageInIndia",SowdhaMani7 This indicates the worst administration of union government
809,"Coal reserves are limited to 8 days - Government of the United States.

On the ninth day, tell Jai Sriram, the electricity will come automatically ... 😂😂😂 #PowerShortageInIndia","Coal reserves are limited to 8 days - Government of the United States.On the ninth day, tell Jai Sriram, the electricity will come automatically ... 😂😂😂 "
810,"#PowerShortageInIndia
Central Government mismanagement in coal and thermal power plants, makes the nation in DARK MOD(I)E
Prior steps and action not taken to control this problems
#BJPfails #PowerCut @BJP4India 
Ready to cut!!!! https://t.co/NdJCA46CIC","Central Government mismanagement in coal and thermal power plants, makes the nation in DARK MOD(I)EPrior steps and action not taken to control this problems  BJP4India Ready to cut!!!! "
811,"Power Crisis Gujarat Government Mandates industries to shut a day every week
 #PowerShortageInIndia 
#PowerShortageInIndia https://t.co/7YK4BAyL4S",Power Crisis Gujarat Government Mandates industries to shut a day every week   
812,"Despite high coal production, thermal power plants in India are suffering from shortages

#PowerShortageInIndia","Despite high coal production, thermal power plants in India are suffering from shortages"
813,"Despite high coal production, thermal power plants in India are suffering from shortages

#PowerShortageInIndia","Despite high coal production, thermal power plants in India are suffering from shortages"
814,"Power crisis likely to worsen in as many as 12 states due to low coal stocks

https://t.co/tMZyTvm2K7

 #PowerShortageInIndia",Power crisis likely to worsen in as many as 12 states due to low coal stocks 
815,Can Adani beat people to make a profit in the coal business? #PowerShortageInIndia https://t.co/CLZta0eJ2R,Can Adani beat people to make a profit in the coal business?  
816,"There has been a power shortage across the country.

The focus of the U.S. government on bulldozers should be on the people and the administration a little bit.
#PowerShortageInIndia https://t.co/9eqZjeWm9X",There has been a power shortage across the country.The focus of the U.S. government on bulldozers should be on the people and the administration a little bit. 
817,"Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which #BJP govt is hiding as of now.
#PowerShortageInIndia https://t.co/V9CU8PvU36","Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which  govt is hiding as of now. "
818,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails https://t.co/Kp2G8CKWV8",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!  
819,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/EHEQzYIxaA",This indicates the worst administration of union government 
820,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/ag4TQkedZg",This indicates the worst administration of union government 
821,"Dark pages of India

#PowerShortageInIndia https://t.co/t1js1AYtCR",Dark pages of India 
822,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/SzPFFwyy6S",This indicates the worst administration of union government 
823,"#powershortageinindia
5 Trillion dollar GDP target by 2024

~56"" modi https://t.co/GkiH9PKuWv","5 Trillion dollar GDP target by 2024~56"" modi "
824,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/UUEM7xOGnz",This indicates the worst administration of union government 
825,"India has faced this situation 2nd time in last 6 months!!😩

#PowerShortageInIndia https://t.co/gsArQAphJ1",India has faced this situation 2nd time in last 6 months!!😩 
826,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/Ri0ykbTEJB",This indicates the worst administration of union government 
827,"Can't we generate #power using EVM ?

#PowerShortageInIndia https://t.co/UmkWXIM4RX#PowerShortageInIndia https://t.co/XIYwbYBMpS",Can't we generate  using EVM ?  
828,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/VhV8D8NzMq",This indicates the worst administration of union government 
829,Can Adani beat people to make a profit in the coal business? #PowerShortageInIndia https://t.co/xNHIp4lX3u,Can Adani beat people to make a profit in the coal business?  
830,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/cEMpRDzCQb",This indicates the worst administration of union government 
831,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/C1KDzzHUFa",This indicates the worst administration of union government 
832,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/jPNs4WymA2",This indicates the worst administration of union government 
833,"India is in danger of sinking into darkness due to the Modi government's negligence!

https://t.co/d2u5mhhyrF

#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
834,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/bsfUA44N0W",This indicates the worst administration of union government 
835,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/MlHxBQJBbT",This indicates the worst administration of union government 
836,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/nTpTlEZUFd",This indicates the worst administration of union government 
837,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/feaJJNBi6O",This indicates the worst administration of union government 
838,Porukki  are now blaming the Centre for their failures. #PowerShortageInIndia,Porukki  are now blaming the Centre for their failures. 
839,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/3Sn7fMsnmE",This indicates the worst administration of union government 
840,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/aH5OGueWCB",This indicates the worst administration of union government 
841,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/zDB4bwL1tQ",This indicates the worst administration of union government 
842,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/edfOPwG6LF",This indicates the worst administration of union government 
843,"This indicates the worst administration of union government
#PowerShortageInIndia https://t.co/WGpnbqvxvC",This indicates the worst administration of union government 
844,"#PowerShortageInIndia
Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. https://t.co/zBeprvo9L4","Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
845,"India is in danger of sinking into darkness due to the Modi government's negligence!
#PowerShortageInIndia https://t.co/JDYvgpiY5N",India is in danger of sinking into darkness due to the Modi government's negligence! 
846,"Managing #PowerShortageInIndia #PowerCut will be the next challenge for @narendramodi ji. But my question is: Is it really happening on the ground ? 🧐 
What’s the load shedding schedule in your State/UT?  Has the down-time gone up recently?",Managing   will be the next challenge for narendramodi ji. But my question is: Is it really happening on the ground ? 🧐 What’s the load shedding schedule in your State/UT?  Has the down-time gone up recently?
847,"#PowerShortageInIndia
Coal shortage is being witnessed in 12 states once again after October 2021 
The depleting coal inventory of domestic thermal #power plants has prompted PSU power engineers to warn of an impending energy crisis 
#PowerShortageInIndia @annamalai_k https://t.co/BzkFJK4we4",Coal shortage is being witnessed in 12 states once again after October 2021 The depleting coal inventory of domestic thermal  plants has prompted PSU power engineers to warn of an impending energy crisis  annamalai_k 
848,"Bulls vs. Bucks score: Live NBA playoff updates as Chicago looks to even series vs. Milwaukee in Game 2 - CBS Sport
Read Full News here : https://t.co/WwTtluCWbe
#nifty50 
#CivilServicesDay 
#PowerShortageInIndia 
#MIvsCSK
https://t.co/H0zg20p5ap",Bulls vs. Bucks score: Live NBA playoff updates as Chicago looks to even series vs. Milwaukee in Game 2 - CBS SportRead Full News here :    
849,Cole's problem will increase a lot in a few days #PowerShortageInIndia #TeJran https://t.co/Zr8sWSUKlq,Cole's problem will increase a lot in a few days   
850,"Market LIVE Updates: Sensex gains 400 pts, Nifty above 17,200; RIL, ITC, Coal India top gainers - Moneycontrol
Read Full News here : https://t.co/WwTtluCWbe
#nifty50 
#CivilServicesDay 
#PowerShortageInIndia 
#MIvsCSK
https://t.co/IIPBfTbzQU","Market LIVE Updates: Sensex gains 400 pts, Nifty above 17,200; RIL, ITC, Coal India top gainers - MoneycontrolRead Full News here :    "
851,"Despite predicting the possible increase in demand for electricity, what else was the Modi government focusing on without preparing to tackle the crisis?

What is more important to them than the needs of the people?

https://t.co/ZKRnYAzUIW

#PowerShortageInIndia","Despite predicting the possible increase in demand for electricity, what else was the Modi government focusing on without preparing to tackle the crisis?What is more important to them than the needs of the people?"
852,"@AravindRajaOff Reason for #PowerShortageInIndia 
#PowerlessPM",AravindRajaOff Reason for  
853,"Failure Modi government
#PowershortageinzIndia #PowerShortageInIndia",Failure Modi government 
854,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. #PowerShortageInIndia https://t.co/0QbqZy2hau","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake.  "
855,"India is in danger of sinking into darkness due to the Modi government's negligence!

https://t.co/23TC1JHd6X

#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
856,"Coal shortage is being witnessed in 12 states once again after October 2021 
The depleting coal inventory of domestic thermal #power plants has prompted PSU power engineers to warn of an impending energy crisis #PowerShortageInIndia @annamalai_k",Coal shortage is being witnessed in 12 states once again after October 2021 The depleting coal inventory of domestic thermal  plants has prompted PSU power engineers to warn of an impending energy crisis  annamalai_k
857,"The whole nation has to read
#Powershortageinindia
https://t.co/Q8YxStSXoh",The whole nation has to read
858,"#PowerShortageInIndia
The Modi government has not cared about the availability of coal even after warning of a power shortage in India;

Is it a coincidence that Adani has started coal production in Australia?

https://t.co/1yiESrqhBN

#PowerShortageInIndia",The Modi government has not cared about the availability of coal even after warning of a power shortage in India;Is it a coincidence that Adani has started coal production in Australia?
859,"@Isriramseshadri Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. #PowerShortageInIndia","Isriramseshadri Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
860,"𝗜𝗡𝗚𝗖𝗢 𝗠𝗶𝗻𝗶 𝗚𝗿𝗶𝗻𝗱𝗲𝗿 𝗠𝗚𝟭𝟯𝟬𝟵 𝟭𝟯𝟬𝗪, 𝟯𝟮𝟬𝟬𝟬𝗿𝗽𝗺 𝗪𝗶𝘁𝗵 𝟱𝟮𝗽𝗰𝘀 𝗮𝗰𝗰𝗲𝘀𝘀𝗼𝗿𝗶𝗲𝘀

𝗣𝗿𝗼𝗱𝘂𝗰𝘁 𝗹𝗶𝗻𝗸: https://t.co/yCP31NAhqg

#Bookmyparts #woodwork #woodworking #wood #handmade #woodworker #CivilServicesDay #PowerShortageInIndia https://t.co/ImO1hpJ8fS","𝗜𝗡𝗚𝗖𝗢 𝗠𝗶𝗻𝗶 𝗚𝗿𝗶𝗻𝗱𝗲𝗿 𝗠𝗚𝟭𝟯𝟬𝟵 𝟭𝟯𝟬𝗪, 𝟯𝟮𝟬𝟬𝟬𝗿𝗽𝗺 𝗪𝗶𝘁𝗵 𝟱𝟮𝗽𝗰𝘀 𝗮𝗰𝗰𝗲𝘀𝘀𝗼𝗿𝗶𝗲𝘀𝗣𝗿𝗼𝗱𝘂𝗰𝘁 𝗹𝗶𝗻𝗸:         "
861,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. #PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
862,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis https://t.co/hbCZTS6On9","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis "
863,"This indicates the worst administration of union government
#PowerShortageInIndia",This indicates the worst administration of union government
864,"Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which BJP govt is hiding as of now.
#PowerShortageInIndia","Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which BJP govt is hiding as of now."
865,"Reason for #PowerShortageInIndia
 👇👇👇👇 https://t.co/b64U9Cg8Fl",Reason for  👇👇👇👇 
866,"#powershortageinindia
5 Trillion dollar GDP target by 2024
 #BJPfails
~56"" modi https://t.co/sDeZBuIkdY#PowerShortageInIndia since:2022-04-19_04:32:46_UTC https://t.co/ESzjqnzhFV","5 Trillion dollar GDP target by 2024 ~56"" modi  since:2022-04-19_04:32:46_UTC "
867,"#PowerShortageInIndia
Hope our PM invents a machine to generate Coal as of  hardly 15 days at left... https://t.co/b0zXqyhl1L",Hope our PM invents a machine to generate Coal as of  hardly 15 days at left... 
868,"Due to Failure of Modi Govt!

India is suffering from a severe Power Shortage due to a coal shortage!

#PowerShortageInIndia https://t.co/uFlT26jHdd",Due to Failure of Modi Govt!India is suffering from a severe Power Shortage due to a coal shortage! 
869,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis"
870,"#PowerShortageInIndia
#Powercut_Dmk 
#PowerCut 
#Shortage
Powercut... https://t.co/48sQscwaAE",_Dmk  Powercut... 
871,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!
872,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger! 
873,"#CivilServicesDay
#PowerShortageInIndia
#thursdaymorning
#Powercut_Dmk
#MIvsCSK
Sandeep Singh Role In SSR Case
Sabarmati Ashram
Vishwa Sewa Diwas
UK PM
Sardar Vallabhbhai Patel
----

This are not exceptions why so...buzzzzzzzz....about it https://t.co/pGdJZgcjxL",_DmkSandeep Singh Role In SSR CaseSabarmati AshramVishwa Sewa DiwasUK PMSardar Vallabhbhai Patel----This are not exceptions why so...buzzzzzzzz....about it 
874,"This indicates the worst administration of union government
#PowerShortageInIndia",This indicates the worst administration of union government
875,"wish you a very Happy #BIRTHDAY  RACHNA di.🎂🎂
you always live in my heart♥️♥️♥️ Di. you are my inspiration .#PriyankaChopra
#PowerShortageInIndia https://t.co/w4AlJisgBe",wish you a very Happy   RACHNA di.🎂🎂you always live in my heart♥️♥️♥️ Di. you are my inspiration . 
876,"Modi’s plan is to make his Boss Ambani catch up with Adani.

With more power cuts, fuel purchase for generators will go up, Ambani can be in the worlds richest race again! 

#PowerShortageInIndia","Modi’s plan is to make his Boss Ambani catch up with Adani.With more power cuts, fuel purchase for generators will go up, Ambani can be in the worlds richest race again! "
877,"Beta #Bulldozer  has arrived to start work for #MakeInIndia Don't cry , British PM  #PowerShortageInIndia  #StopBulldozingMuslimHomes in delhi #GoBackKejriwal  Bulls #MunawarFaruqi https://t.co/V5KProZr0H","Beta   has arrived to start work for  Don't cry , British PM     in delhi   Bulls  "
878,"India is in darkness !!

The BJP is falsely propagating that India is bright
#PowerShortageInIndia https://t.co/9u1ue8ekB5",India is in darkness !!The BJP is falsely propagating that India is bright 
879,"#powershortageInIndiaThermal power plants across the country are grappling with coal shortage, indicating a looming power crisis in the country.

#PowerShortageInIndia #EnergyCrisis"," power plants across the country are grappling with coal shortage, indicating a looming power crisis in the country. "
880,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. #PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage  rising power demand could become another stagflationary shock  making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
881,"#PowerShortageInIndia

Useless central government

Useless prime minister

Useless central ministers

They all are just watching don't know how to solve the issues or how to increase all these things.

Shame on u modi... https://t.co/tb1auNhUK0",Useless central governmentUseless prime ministerUseless central ministersThey all are just watching don't know how to solve the issues or how to increase all these things.Shame on u modi... 
882,Can Adani beat people to make a profit in the coal business? #PowerShortageInIndia https://t.co/5D0KvQM2Cs,Can Adani beat people to make a profit in the coal business?  
883,"India is in danger of sinking into darkness due to the Modi government's negligence!

https://t.co/260VToImOG

#PowerShortageInIndia since:2022-04-19_04:32:46_UTC",India is in danger of sinking into darkness due to the Modi government's negligence! since:2022-04-19_04:32:46_UTC
884,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal"
885,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake.

#PowerShortageInIndia https://t.co/mkaoCy2Kh0","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
886,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis"
887,"Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which BJP govt is hiding as of now.

#PowerShortageInIndia","Coal stocks of thermal power plants has fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even 10% mark. Power crisis will lead to closure of SMEs &amp; unemployment rate will go higher which BJP govt is hiding as of now."
888,"#PowerShortageInIndia
An appeal to the Government:
Now please dont ask us to light a candle to show solidarity towards #CoalShortage . https://t.co/P7mI4JIrXs",An appeal to the Government:Now please dont ask us to light a candle to show solidarity towards  . 
889,"There has been a power shortage across the country.

The focus of the U.S. government on bulldozers should be on the people and the administration a little bit.
#PowerShortageInIndia",There has been a power shortage across the country.The focus of the U.S. government on bulldozers should be on the people and the administration a little bit.
890,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!
891,"#PowerShortageInIndia

Bjpfails https://t.co/f5TPPatghn",Bjpfails 
892,"This indicates the worst administration of union government
#PowerShortageInIndia",This indicates the worst administration of union government
893,"#PowerShortageInIndia
Bjpfails https://t.co/f5TPPatghn",Bjpfails 
894,"#PowerShortageInIndia
Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis","Several States across the country are expected to face coal shortages,that leads to power shortages in the coming weeks with India entering  peak power demand season from April to October.Experts predict that high global thermal coal prices leads to crisis"
895,"#PowerShortageInIndia

Bjpfails https://t.co/gKBT2gDv4I",Bjpfails 
896,If only electricity can be generated from religious hatred @narendramodi would’ve made India the sustainable energy capital of the world! #PowerCut #PowerShortageInIndia https://t.co/tDf1sIrAru,If only electricity can be generated from religious hatred narendramodi would’ve made India the sustainable energy capital of the world!   
897,"Bihar wale be like: 
#PowerShortageInIndia https://t.co/eMJaJ9QAe2",Bihar wale be like:  
898,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger! 
899,"India is in darkness !!

The BJP is falsely propagating that India is bright
#PowerShortageInIndia https://t.co/90HCA15I3D",India is in darkness !!The BJP is falsely propagating that India is bright 
900,"#powershortageInIndiaThe Modi government has not cared about the availability of coal even after warning of a power shortage in India;

Is it a coincidence that Adani has started coal production in Australia?

https://t.co/B95T8lvvFT

#PowerShortageInIndia", Modi government has not cared about the availability of coal even after warning of a power shortage in India;Is it a coincidence that Adani has started coal production in Australia?
